PDB_ID	CHAIN_INDEX	ORIGINAL_CHAIN_ID	EXPECTED_PROTENIX_CHAIN_ID	ENTITY_ID	SEQUENCE_LENGTH	SEQUENCE_SHA256	NON_ACGU_COUNT	UNK_TOKEN_COUNT	EMBEDDING_METHOD	WINDOW_COUNT	WINDOW_STARTS	OUTPUT_PATH
5VJB	3	D	D	1	16	0a1df43ca51f264de2bd1d307da8aeeb101a4fb120505597378158a3774bfd3a	0	0	full_sequence	1	0	/storage9920/home/tinghao.xia/Data_FM/RNA_FM_embeddings/5VJB/rnafm_t12_residue_embeddings.pt
5VR4	0	A	A	1	8	7beeff7e152883574f758cb5e76eb942179ee8923f381edcb18af108a16471f2	1	1	full_sequence	1	0	/storage9920/home/tinghao.xia/Data_FM/RNA_FM_embeddings/5VR4/rnafm_t12_residue_embeddings.pt
5VR4	1	B	B	1	8	7beeff7e152883574f758cb5e76eb942179ee8923f381edcb18af108a16471f2	1	1	full_sequence	1	0	/storage9920/home/tinghao.xia/Data_FM/RNA_FM_embeddings/5VR4/rnafm_t12_residue_embeddings.pt
5VR4	2	C	C	1	8	7beeff7e152883574f758cb5e76eb942179ee8923f381edcb18af108a16471f2	1	1	full_sequence	1	0	/storage9920/home/tinghao.xia/Data_FM/RNA_FM_embeddings/5VR4/rnafm_t12_residue_embeddings.pt
5VR4	3	D	D	1	8	7beeff7e152883574f758cb5e76eb942179ee8923f381edcb18af108a16471f2	1	1	full_sequence	1	0	/storage9920/home/tinghao.xia/Data_FM/RNA_FM_embeddings/5VR4/rnafm_t12_residue_embeddings.pt
5WQ1	0	A	A	1	23	a5782f773b2a8f976e0d4dbed223c01b612482daa12ad22c8fd9f1fef03721c7	0	0	full_sequence	1	0	/storage9920/home/tinghao.xia/Data_FM/RNA_FM_embeddings/5WQ1/rnafm_t12_residue_embeddings.pt
5XI1	0	S	A	1	9	d91a76167ee98524a77d047b4526f449f112f9c8e1e29edf486b180b4f90968f	0	0	full_sequence	1	0	/storage9920/home/tinghao.xia/Data_FM/RNA_FM_embeddings/5XI1/rnafm_t12_residue_embeddings.pt
5XI1	1	A	B	1	9	d91a76167ee98524a77d047b4526f449f112f9c8e1e29edf486b180b4f90968f	0	0	full_sequence	1	0	/storage9920/home/tinghao.xia/Data_FM/RNA_FM_embeddings/5XI1/rnafm_t12_residue_embeddings.pt
5XWG	0	A	A	1	15	90fd47114cff5a0ee26aee3edd661439984ce20b26631cfffc4ae5f89dcd5722	0	0	full_sequence	1	0	/storage9920/home/tinghao.xia/Data_FM/RNA_FM_embeddings/5XWG/rnafm_t12_residue_embeddings.pt
5XZ1	0	A	A	1	22	82fe21246a1f244759c13b06990b3a1266bf6757f2c0a2ca173295815c6a6c5f	0	0	full_sequence	1	0	/storage9920/home/tinghao.xia/Data_FM/RNA_FM_embeddings/5XZ1/rnafm_t12_residue_embeddings.pt
5XZ1	1	B	B	1	22	82fe21246a1f244759c13b06990b3a1266bf6757f2c0a2ca173295815c6a6c5f	0	0	full_sequence	1	0	/storage9920/home/tinghao.xia/Data_FM/RNA_FM_embeddings/5XZ1/rnafm_t12_residue_embeddings.pt
5XZ1	2	C	C	1	22	82fe21246a1f244759c13b06990b3a1266bf6757f2c0a2ca173295815c6a6c5f	0	0	full_sequence	1	0	/storage9920/home/tinghao.xia/Data_FM/RNA_FM_embeddings/5XZ1/rnafm_t12_residue_embeddings.pt
5XZ1	3	D	D	1	22	82fe21246a1f244759c13b06990b3a1266bf6757f2c0a2ca173295815c6a6c5f	0	0	full_sequence	1	0	/storage9920/home/tinghao.xia/Data_FM/RNA_FM_embeddings/5XZ1/rnafm_t12_residue_embeddings.pt
5Z1H	0	A	A	1	23	276dd8b0fd20fac93c6978666a2dd21c1bba8c8389fe28667f1ceb7851755f62	0	0	full_sequence	1	0	/storage9920/home/tinghao.xia/Data_FM/RNA_FM_embeddings/5Z1H/rnafm_t12_residue_embeddings.pt
5Z1H	1	B	B	1	23	276dd8b0fd20fac93c6978666a2dd21c1bba8c8389fe28667f1ceb7851755f62	0	0	full_sequence	1	0	/storage9920/home/tinghao.xia/Data_FM/RNA_FM_embeddings/5Z1H/rnafm_t12_residue_embeddings.pt
5Z1I	0	A	A	1	21	519b7a82aa8f269e990d53dd3ee0471e0dd4017bbfae78c3ab1651722c89adf4	0	0	full_sequence	1	0	/storage9920/home/tinghao.xia/Data_FM/RNA_FM_embeddings/5Z1I/rnafm_t12_residue_embeddings.pt
5Z71	0	A	A	1	22	82fe21246a1f244759c13b06990b3a1266bf6757f2c0a2ca173295815c6a6c5f	0	0	full_sequence	1	0	/storage9920/home/tinghao.xia/Data_FM/RNA_FM_embeddings/5Z71/rnafm_t12_residue_embeddings.pt
5Z71	1	B	B	1	22	82fe21246a1f244759c13b06990b3a1266bf6757f2c0a2ca173295815c6a6c5f	0	0	full_sequence	1	0	/storage9920/home/tinghao.xia/Data_FM/RNA_FM_embeddings/5Z71/rnafm_t12_residue_embeddings.pt
5ZEG	0	A	A	1	23	85cb63b5c30de85af661144a5106ef918321700634db77affaedcfa364ce3c7e	0	0	full_sequence	1	0	/storage9920/home/tinghao.xia/Data_FM/RNA_FM_embeddings/5ZEG/rnafm_t12_residue_embeddings.pt
5ZEG	1	B	B	1	23	85cb63b5c30de85af661144a5106ef918321700634db77affaedcfa364ce3c7e	0	0	full_sequence	1	0	/storage9920/home/tinghao.xia/Data_FM/RNA_FM_embeddings/5ZEG/rnafm_t12_residue_embeddings.pt
5ZEG	2	C	C	1	23	85cb63b5c30de85af661144a5106ef918321700634db77affaedcfa364ce3c7e	0	0	full_sequence	1	0	/storage9920/home/tinghao.xia/Data_FM/RNA_FM_embeddings/5ZEG/rnafm_t12_residue_embeddings.pt
5ZEI	0	A	A	1	22	d08290ec97c236d35255e013757a052436ab6970664194e9efe7db7d8df77723	0	0	full_sequence	1	0	/storage9920/home/tinghao.xia/Data_FM/RNA_FM_embeddings/5ZEI/rnafm_t12_residue_embeddings.pt
5ZEI	1	B	B	2	21	76883252ac0b411d48c63934e11cafad2dd29935f13671e16598bc83f888858e	0	0	full_sequence	1	0	/storage9920/home/tinghao.xia/Data_FM/RNA_FM_embeddings/5ZEI/rnafm_t12_residue_embeddings.pt
5ZEJ	0	A	A	1	22	d08290ec97c236d35255e013757a052436ab6970664194e9efe7db7d8df77723	0	0	full_sequence	1	0	/storage9920/home/tinghao.xia/Data_FM/RNA_FM_embeddings/5ZEJ/rnafm_t12_residue_embeddings.pt
5ZEJ	1	B	B	1	22	d08290ec97c236d35255e013757a052436ab6970664194e9efe7db7d8df77723	0	0	full_sequence	1	0	/storage9920/home/tinghao.xia/Data_FM/RNA_FM_embeddings/5ZEJ/rnafm_t12_residue_embeddings.pt
5ZEM	0	A	A	1	22	d08290ec97c236d35255e013757a052436ab6970664194e9efe7db7d8df77723	0	0	full_sequence	1	0	/storage9920/home/tinghao.xia/Data_FM/RNA_FM_embeddings/5ZEM/rnafm_t12_residue_embeddings.pt
5ZEM	1	B	B	1	22	d08290ec97c236d35255e013757a052436ab6970664194e9efe7db7d8df77723	0	0	full_sequence	1	0	/storage9920/home/tinghao.xia/Data_FM/RNA_FM_embeddings/5ZEM/rnafm_t12_residue_embeddings.pt
6AAS	0	A	A	1	28	e01a8ebac1ddffe9dc3ef515cc29ac7dda3654a63196d250cbd7c77845419670	0	0	full_sequence	1	0	/storage9920/home/tinghao.xia/Data_FM/RNA_FM_embeddings/6AAS/rnafm_t12_residue_embeddings.pt
6AAU	0	A	A	1	24	fba93155e7304d84a2b10a4277261ff542b4c372ebba77e3b076f6561bca73ed	0	0	full_sequence	1	0	/storage9920/home/tinghao.xia/Data_FM/RNA_FM_embeddings/6AAU/rnafm_t12_residue_embeddings.pt
6AZ4	0	A	A	1	32	51159301c29da0317013599b3806f1c9207d11f82c6ad91e56eb9451ee1a77dd	0	0	full_sequence	1	0	/storage9920/home/tinghao.xia/Data_FM/RNA_FM_embeddings/6AZ4/rnafm_t12_residue_embeddings.pt
6AZ4	1	B	B	2	9	b95ffc5560e2d6dc04f85f1dc122ff0720870a29b99c72d2dec90dc50a3799d7	0	0	full_sequence	1	0	/storage9920/home/tinghao.xia/Data_FM/RNA_FM_embeddings/6AZ4/rnafm_t12_residue_embeddings.pt
6BFB	0	X	A	1	54	d51a50adf2790e4d79a4c8a982def7bc2b9a5f5a61d8196361c218f940f4d990	0	0	full_sequence	1	0	/storage9920/home/tinghao.xia/Data_FM/RNA_FM_embeddings/6BFB/rnafm_t12_residue_embeddings.pt
6BFB	1	Y	B	2	56	1f0fdb33eab58e3cb30c31140deb162b6e0a271adbff8d74936357085ede4a93	0	0	full_sequence	1	0	/storage9920/home/tinghao.xia/Data_FM/RNA_FM_embeddings/6BFB/rnafm_t12_residue_embeddings.pt
6BG9	0	A	A	1	47	36945586aab83b94f98090e80ecf636ae47ac2d8c5811aa6fbc3cb7630ce2b2b	0	0	full_sequence	1	0	/storage9920/home/tinghao.xia/Data_FM/RNA_FM_embeddings/6BG9/rnafm_t12_residue_embeddings.pt
6BG9	1	B	B	1	47	36945586aab83b94f98090e80ecf636ae47ac2d8c5811aa6fbc3cb7630ce2b2b	0	0	full_sequence	1	0	/storage9920/home/tinghao.xia/Data_FM/RNA_FM_embeddings/6BG9/rnafm_t12_residue_embeddings.pt
6BGB	0	A	A	1	16	c07a83da27661fd31c29473895b8f810bd883e98b384caad828349106c14f9e6	1	1	full_sequence	1	0	/storage9920/home/tinghao.xia/Data_FM/RNA_FM_embeddings/6BGB/rnafm_t12_residue_embeddings.pt
6BGB	1	B	B	1	16	c07a83da27661fd31c29473895b8f810bd883e98b384caad828349106c14f9e6	1	1	full_sequence	1	0	/storage9920/home/tinghao.xia/Data_FM/RNA_FM_embeddings/6BGB/rnafm_t12_residue_embeddings.pt
6BGB	2	C	C	1	16	c07a83da27661fd31c29473895b8f810bd883e98b384caad828349106c14f9e6	1	1	full_sequence	1	0	/storage9920/home/tinghao.xia/Data_FM/RNA_FM_embeddings/6BGB/rnafm_t12_residue_embeddings.pt
6BJX	0	A	A	1	158	83b4fd0b47d667ac97295ff5f6dd40bf3d2a18337e599a09c8358a50ad907317	0	0	full_sequence	1	0	/storage9920/home/tinghao.xia/Data_FM/RNA_FM_embeddings/6BJX/rnafm_t12_residue_embeddings.pt
6BJX	1	B	B	1	158	83b4fd0b47d667ac97295ff5f6dd40bf3d2a18337e599a09c8358a50ad907317	0	0	full_sequence	1	0	/storage9920/home/tinghao.xia/Data_FM/RNA_FM_embeddings/6BJX/rnafm_t12_residue_embeddings.pt
6BMD	0	A	A	1	24	463796e6149a599aca947453b08342d4474f4b2c29aa6a61376405cf0515999e	2	0	full_sequence	1	0	/storage9920/home/tinghao.xia/Data_FM/RNA_FM_embeddings/6BMD/rnafm_t12_residue_embeddings.pt
6BMD	1	C	B	1	24	463796e6149a599aca947453b08342d4474f4b2c29aa6a61376405cf0515999e	2	0	full_sequence	1	0	/storage9920/home/tinghao.xia/Data_FM/RNA_FM_embeddings/6BMD/rnafm_t12_residue_embeddings.pt
6BMD	2	E	C	1	24	463796e6149a599aca947453b08342d4474f4b2c29aa6a61376405cf0515999e	2	0	full_sequence	1	0	/storage9920/home/tinghao.xia/Data_FM/RNA_FM_embeddings/6BMD/rnafm_t12_residue_embeddings.pt
6BMD	3	B	D	2	8	8eb49d4af6143627d57ff2b517b6d45238ac31bb1d19b1152cf3abea645ee160	1	1	full_sequence	1	0	/storage9920/home/tinghao.xia/Data_FM/RNA_FM_embeddings/6BMD/rnafm_t12_residue_embeddings.pt
6BMD	4	D	E	2	8	8eb49d4af6143627d57ff2b517b6d45238ac31bb1d19b1152cf3abea645ee160	1	1	full_sequence	1	0	/storage9920/home/tinghao.xia/Data_FM/RNA_FM_embeddings/6BMD/rnafm_t12_residue_embeddings.pt
6BMD	5	F	F	2	8	8eb49d4af6143627d57ff2b517b6d45238ac31bb1d19b1152cf3abea645ee160	1	1	full_sequence	1	0	/storage9920/home/tinghao.xia/Data_FM/RNA_FM_embeddings/6BMD/rnafm_t12_residue_embeddings.pt
6BY4	0	A	A	1	14	619d665c54bc558cce18befff02b10078907a9b0c59266f0d676354273ddeba3	0	0	full_sequence	1	0	/storage9920/home/tinghao.xia/Data_FM/RNA_FM_embeddings/6BY4/rnafm_t12_residue_embeddings.pt
6BY5	0	A	A	1	14	619d665c54bc558cce18befff02b10078907a9b0c59266f0d676354273ddeba3	0	0	full_sequence	1	0	/storage9920/home/tinghao.xia/Data_FM/RNA_FM_embeddings/6BY5/rnafm_t12_residue_embeddings.pt
6C27	0	A	A	1	47	3f1dfcdd53757f36f67078cc9abdd19eb667e9fa32df807d2cf660542779f485	0	0	full_sequence	1	0	/storage9920/home/tinghao.xia/Data_FM/RNA_FM_embeddings/6C27/rnafm_t12_residue_embeddings.pt
6C27	1	B	B	1	47	3f1dfcdd53757f36f67078cc9abdd19eb667e9fa32df807d2cf660542779f485	0	0	full_sequence	1	0	/storage9920/home/tinghao.xia/Data_FM/RNA_FM_embeddings/6C27/rnafm_t12_residue_embeddings.pt
6C63	0	A	A	1	36	0bdbf96ead2bceb94db9fe5b026b7364b70e5559c92c1e3704226d6567c1b1da	0	0	full_sequence	1	0	/storage9920/home/tinghao.xia/Data_FM/RNA_FM_embeddings/6C63/rnafm_t12_residue_embeddings.pt
6C63	1	B	B	1	36	0bdbf96ead2bceb94db9fe5b026b7364b70e5559c92c1e3704226d6567c1b1da	0	0	full_sequence	1	0	/storage9920/home/tinghao.xia/Data_FM/RNA_FM_embeddings/6C63/rnafm_t12_residue_embeddings.pt
6C63	2	C	C	2	32	1eb0c2b1c546869d2c70ce9b779ff79d5e423b92c7093c173bb512fdbf7c9659	0	0	full_sequence	1	0	/storage9920/home/tinghao.xia/Data_FM/RNA_FM_embeddings/6C63/rnafm_t12_residue_embeddings.pt
6C64	0	A	A	1	36	0bdbf96ead2bceb94db9fe5b026b7364b70e5559c92c1e3704226d6567c1b1da	0	0	full_sequence	1	0	/storage9920/home/tinghao.xia/Data_FM/RNA_FM_embeddings/6C64/rnafm_t12_residue_embeddings.pt
6C64	1	B	B	1	36	0bdbf96ead2bceb94db9fe5b026b7364b70e5559c92c1e3704226d6567c1b1da	0	0	full_sequence	1	0	/storage9920/home/tinghao.xia/Data_FM/RNA_FM_embeddings/6C64/rnafm_t12_residue_embeddings.pt
6C64	2	D	C	2	32	1eb0c2b1c546869d2c70ce9b779ff79d5e423b92c7093c173bb512fdbf7c9659	0	0	full_sequence	1	0	/storage9920/home/tinghao.xia/Data_FM/RNA_FM_embeddings/6C64/rnafm_t12_residue_embeddings.pt
6C65	0	A	A	1	36	b658eb685e3ed3679e9cb7618fe322d6da24aa9dbafe3033937a1e6b351a28d3	0	0	full_sequence	1	0	/storage9920/home/tinghao.xia/Data_FM/RNA_FM_embeddings/6C65/rnafm_t12_residue_embeddings.pt
6C65	1	B	B	1	36	b658eb685e3ed3679e9cb7618fe322d6da24aa9dbafe3033937a1e6b351a28d3	0	0	full_sequence	1	0	/storage9920/home/tinghao.xia/Data_FM/RNA_FM_embeddings/6C65/rnafm_t12_residue_embeddings.pt
6C65	2	C	C	2	35	44800eeb77e8d0d4d10e511d7be5f6c43ef3aa525599092e6bdd75a098652486	0	0	full_sequence	1	0	/storage9920/home/tinghao.xia/Data_FM/RNA_FM_embeddings/6C65/rnafm_t12_residue_embeddings.pt
6C8D	0	A	A	1	14	f2dad839faf84c5d59c7498d1b40eef836703e1f5648b7580ad75970940a46c2	3	0	full_sequence	1	0	/storage9920/home/tinghao.xia/Data_FM/RNA_FM_embeddings/6C8D/rnafm_t12_residue_embeddings.pt
6C8D	1	B	B	1	14	f2dad839faf84c5d59c7498d1b40eef836703e1f5648b7580ad75970940a46c2	3	0	full_sequence	1	0	/storage9920/home/tinghao.xia/Data_FM/RNA_FM_embeddings/6C8D/rnafm_t12_residue_embeddings.pt
6C8E	0	A	A	1	14	f2dad839faf84c5d59c7498d1b40eef836703e1f5648b7580ad75970940a46c2	3	0	full_sequence	1	0	/storage9920/home/tinghao.xia/Data_FM/RNA_FM_embeddings/6C8E/rnafm_t12_residue_embeddings.pt
6C8E	1	B	B	1	14	f2dad839faf84c5d59c7498d1b40eef836703e1f5648b7580ad75970940a46c2	3	0	full_sequence	1	0	/storage9920/home/tinghao.xia/Data_FM/RNA_FM_embeddings/6C8E/rnafm_t12_residue_embeddings.pt
6C8I	0	A	A	1	14	f2dad839faf84c5d59c7498d1b40eef836703e1f5648b7580ad75970940a46c2	3	0	full_sequence	1	0	/storage9920/home/tinghao.xia/Data_FM/RNA_FM_embeddings/6C8I/rnafm_t12_residue_embeddings.pt
6C8I	1	B	B	1	14	f2dad839faf84c5d59c7498d1b40eef836703e1f5648b7580ad75970940a46c2	3	0	full_sequence	1	0	/storage9920/home/tinghao.xia/Data_FM/RNA_FM_embeddings/6C8I/rnafm_t12_residue_embeddings.pt
6C8J	0	A	A	1	14	f2dad839faf84c5d59c7498d1b40eef836703e1f5648b7580ad75970940a46c2	3	0	full_sequence	1	0	/storage9920/home/tinghao.xia/Data_FM/RNA_FM_embeddings/6C8J/rnafm_t12_residue_embeddings.pt
6C8J	1	B	B	1	14	f2dad839faf84c5d59c7498d1b40eef836703e1f5648b7580ad75970940a46c2	3	0	full_sequence	1	0	/storage9920/home/tinghao.xia/Data_FM/RNA_FM_embeddings/6C8J/rnafm_t12_residue_embeddings.pt
6C8K	0	A	A	1	14	f2dad839faf84c5d59c7498d1b40eef836703e1f5648b7580ad75970940a46c2	3	0	full_sequence	1	0	/storage9920/home/tinghao.xia/Data_FM/RNA_FM_embeddings/6C8K/rnafm_t12_residue_embeddings.pt
6C8K	1	B	B	1	14	f2dad839faf84c5d59c7498d1b40eef836703e1f5648b7580ad75970940a46c2	3	0	full_sequence	1	0	/storage9920/home/tinghao.xia/Data_FM/RNA_FM_embeddings/6C8K/rnafm_t12_residue_embeddings.pt
6C8L	0	A	A	1	14	f2dad839faf84c5d59c7498d1b40eef836703e1f5648b7580ad75970940a46c2	3	0	full_sequence	1	0	/storage9920/home/tinghao.xia/Data_FM/RNA_FM_embeddings/6C8L/rnafm_t12_residue_embeddings.pt
6C8L	1	B	B	1	14	f2dad839faf84c5d59c7498d1b40eef836703e1f5648b7580ad75970940a46c2	3	0	full_sequence	1	0	/storage9920/home/tinghao.xia/Data_FM/RNA_FM_embeddings/6C8L/rnafm_t12_residue_embeddings.pt
6C8M	0	A	A	1	15	94cc75a911a8c354f7181903d71a3565048d2ecc63248f9e1e5a7db1acc89394	3	0	full_sequence	1	0	/storage9920/home/tinghao.xia/Data_FM/RNA_FM_embeddings/6C8M/rnafm_t12_residue_embeddings.pt
6C8M	1	B	B	2	14	f2dad839faf84c5d59c7498d1b40eef836703e1f5648b7580ad75970940a46c2	3	0	full_sequence	1	0	/storage9920/home/tinghao.xia/Data_FM/RNA_FM_embeddings/6C8M/rnafm_t12_residue_embeddings.pt
6C8N	0	A	A	1	15	94cc75a911a8c354f7181903d71a3565048d2ecc63248f9e1e5a7db1acc89394	3	0	full_sequence	1	0	/storage9920/home/tinghao.xia/Data_FM/RNA_FM_embeddings/6C8N/rnafm_t12_residue_embeddings.pt
6C8N	1	B	B	1	15	94cc75a911a8c354f7181903d71a3565048d2ecc63248f9e1e5a7db1acc89394	3	0	full_sequence	1	0	/storage9920/home/tinghao.xia/Data_FM/RNA_FM_embeddings/6C8N/rnafm_t12_residue_embeddings.pt
6C8O	0	A	A	1	15	94cc75a911a8c354f7181903d71a3565048d2ecc63248f9e1e5a7db1acc89394	3	0	full_sequence	1	0	/storage9920/home/tinghao.xia/Data_FM/RNA_FM_embeddings/6C8O/rnafm_t12_residue_embeddings.pt
6C8O	1	B	B	1	15	94cc75a911a8c354f7181903d71a3565048d2ecc63248f9e1e5a7db1acc89394	3	0	full_sequence	1	0	/storage9920/home/tinghao.xia/Data_FM/RNA_FM_embeddings/6C8O/rnafm_t12_residue_embeddings.pt
6CAB	0	A	A	1	14	f2dad839faf84c5d59c7498d1b40eef836703e1f5648b7580ad75970940a46c2	3	0	full_sequence	1	0	/storage9920/home/tinghao.xia/Data_FM/RNA_FM_embeddings/6CAB/rnafm_t12_residue_embeddings.pt
6CAB	1	B	B	1	14	f2dad839faf84c5d59c7498d1b40eef836703e1f5648b7580ad75970940a46c2	3	0	full_sequence	1	0	/storage9920/home/tinghao.xia/Data_FM/RNA_FM_embeddings/6CAB/rnafm_t12_residue_embeddings.pt
6CB3	0	A	A	1	101	663273fe60fef543bf089fe2e80ac86bce177098e1c3fa72f96037670a8a81e1	0	0	full_sequence	1	0	/storage9920/home/tinghao.xia/Data_FM/RNA_FM_embeddings/6CB3/rnafm_t12_residue_embeddings.pt
6CB3	1	B	B	1	101	663273fe60fef543bf089fe2e80ac86bce177098e1c3fa72f96037670a8a81e1	0	0	full_sequence	1	0	/storage9920/home/tinghao.xia/Data_FM/RNA_FM_embeddings/6CB3/rnafm_t12_residue_embeddings.pt
6CC1	0	A	A	1	101	dc3019dd15d926e77ef4386334b35fe6f214db60cb4c62e34fcba954126f4767	0	0	full_sequence	1	0	/storage9920/home/tinghao.xia/Data_FM/RNA_FM_embeddings/6CC1/rnafm_t12_residue_embeddings.pt
6CC1	1	B	B	1	101	dc3019dd15d926e77ef4386334b35fe6f214db60cb4c62e34fcba954126f4767	0	0	full_sequence	1	0	/storage9920/home/tinghao.xia/Data_FM/RNA_FM_embeddings/6CC1/rnafm_t12_residue_embeddings.pt
6CC3	0	A	A	1	101	2c33b933692fb48fa9df0d8cad49df9912679b51b7109d0f6eaead3dc8f708f7	0	0	full_sequence	1	0	/storage9920/home/tinghao.xia/Data_FM/RNA_FM_embeddings/6CC3/rnafm_t12_residue_embeddings.pt
6CC3	1	B	B	1	101	2c33b933692fb48fa9df0d8cad49df9912679b51b7109d0f6eaead3dc8f708f7	0	0	full_sequence	1	0	/storage9920/home/tinghao.xia/Data_FM/RNA_FM_embeddings/6CC3/rnafm_t12_residue_embeddings.pt
6CHR	0	A	A	1	625	c2a58c55c0f1195ae00e50bf13146da8427548448ec8bb1296005a3289de2634	0	0	full_sequence	1	0	/storage9920/home/tinghao.xia/Data_FM/RNA_FM_embeddings/6CHR/rnafm_t12_residue_embeddings.pt
6CHR	1	B	B	2	13	d543c551da300ee5f910581b3c7565e6463a0235f797b3898dd3158bb24e2749	0	0	full_sequence	1	0	/storage9920/home/tinghao.xia/Data_FM/RNA_FM_embeddings/6CHR/rnafm_t12_residue_embeddings.pt
6CIH	0	A	A	1	621	da8089fcda6eb104b20bd43e46799ab908b2a1a4bf439f91971a87ac38f57638	0	0	full_sequence	1	0	/storage9920/home/tinghao.xia/Data_FM/RNA_FM_embeddings/6CIH/rnafm_t12_residue_embeddings.pt
6CIH	1	B	B	2	14	da72a257b4eef4056b669e0042caefcd16d50a58d25850d610ebf25d98d137ed	0	0	full_sequence	1	0	/storage9920/home/tinghao.xia/Data_FM/RNA_FM_embeddings/6CIH/rnafm_t12_residue_embeddings.pt
6CK4	0	A	A	1	117	911a4a9e2c1c6fef8f7bc6abca55d669ef6bb3af1797ac5460eb34e80854bdd0	0	0	full_sequence	1	0	/storage9920/home/tinghao.xia/Data_FM/RNA_FM_embeddings/6CK4/rnafm_t12_residue_embeddings.pt
6CK4	1	B	B	1	117	911a4a9e2c1c6fef8f7bc6abca55d669ef6bb3af1797ac5460eb34e80854bdd0	0	0	full_sequence	1	0	/storage9920/home/tinghao.xia/Data_FM/RNA_FM_embeddings/6CK4/rnafm_t12_residue_embeddings.pt
6CK4	2	C	C	1	117	911a4a9e2c1c6fef8f7bc6abca55d669ef6bb3af1797ac5460eb34e80854bdd0	0	0	full_sequence	1	0	/storage9920/home/tinghao.xia/Data_FM/RNA_FM_embeddings/6CK4/rnafm_t12_residue_embeddings.pt
6CK4	3	D	D	1	117	911a4a9e2c1c6fef8f7bc6abca55d669ef6bb3af1797ac5460eb34e80854bdd0	0	0	full_sequence	1	0	/storage9920/home/tinghao.xia/Data_FM/RNA_FM_embeddings/6CK4/rnafm_t12_residue_embeddings.pt
6CK5	0	A	A	1	117	029ad27a08b0db72f0679452473eb9141e9b07df4d1e63a4987989b5a9a5fbe8	0	0	full_sequence	1	0	/storage9920/home/tinghao.xia/Data_FM/RNA_FM_embeddings/6CK5/rnafm_t12_residue_embeddings.pt
6CK5	1	B	B	1	117	029ad27a08b0db72f0679452473eb9141e9b07df4d1e63a4987989b5a9a5fbe8	0	0	full_sequence	1	0	/storage9920/home/tinghao.xia/Data_FM/RNA_FM_embeddings/6CK5/rnafm_t12_residue_embeddings.pt
6CU1	0	A	A	1	81	b237c64781bc85c22550ccf0ffeec5548af8dc5ff35cfc043be7622f08cd595e	0	0	full_sequence	1	0	/storage9920/home/tinghao.xia/Data_FM/RNA_FM_embeddings/6CU1/rnafm_t12_residue_embeddings.pt
6CXZ	0	A	A	1	8	7beeff7e152883574f758cb5e76eb942179ee8923f381edcb18af108a16471f2	1	1	full_sequence	1	0	/storage9920/home/tinghao.xia/Data_FM/RNA_FM_embeddings/6CXZ/rnafm_t12_residue_embeddings.pt
6CXZ	1	B	B	1	8	7beeff7e152883574f758cb5e76eb942179ee8923f381edcb18af108a16471f2	1	1	full_sequence	1	0	/storage9920/home/tinghao.xia/Data_FM/RNA_FM_embeddings/6CXZ/rnafm_t12_residue_embeddings.pt
6CY0	0	A	A	1	8	7beeff7e152883574f758cb5e76eb942179ee8923f381edcb18af108a16471f2	1	1	full_sequence	1	0	/storage9920/home/tinghao.xia/Data_FM/RNA_FM_embeddings/6CY0/rnafm_t12_residue_embeddings.pt
6CY0	1	B	B	1	8	7beeff7e152883574f758cb5e76eb942179ee8923f381edcb18af108a16471f2	1	1	full_sequence	1	0	/storage9920/home/tinghao.xia/Data_FM/RNA_FM_embeddings/6CY0/rnafm_t12_residue_embeddings.pt
6CY0	2	C	C	1	8	7beeff7e152883574f758cb5e76eb942179ee8923f381edcb18af108a16471f2	1	1	full_sequence	1	0	/storage9920/home/tinghao.xia/Data_FM/RNA_FM_embeddings/6CY0/rnafm_t12_residue_embeddings.pt
6CY0	3	D	D	1	8	7beeff7e152883574f758cb5e76eb942179ee8923f381edcb18af108a16471f2	1	1	full_sequence	1	0	/storage9920/home/tinghao.xia/Data_FM/RNA_FM_embeddings/6CY0/rnafm_t12_residue_embeddings.pt
6CY0	4	E	E	1	8	7beeff7e152883574f758cb5e76eb942179ee8923f381edcb18af108a16471f2	1	1	full_sequence	1	0	/storage9920/home/tinghao.xia/Data_FM/RNA_FM_embeddings/6CY0/rnafm_t12_residue_embeddings.pt
6CY0	5	F	F	1	8	7beeff7e152883574f758cb5e76eb942179ee8923f381edcb18af108a16471f2	1	1	full_sequence	1	0	/storage9920/home/tinghao.xia/Data_FM/RNA_FM_embeddings/6CY0/rnafm_t12_residue_embeddings.pt
6CY0	6	G	G	1	8	7beeff7e152883574f758cb5e76eb942179ee8923f381edcb18af108a16471f2	1	1	full_sequence	1	0	/storage9920/home/tinghao.xia/Data_FM/RNA_FM_embeddings/6CY0/rnafm_t12_residue_embeddings.pt
6CY0	7	H	H	1	8	7beeff7e152883574f758cb5e76eb942179ee8923f381edcb18af108a16471f2	1	1	full_sequence	1	0	/storage9920/home/tinghao.xia/Data_FM/RNA_FM_embeddings/6CY0/rnafm_t12_residue_embeddings.pt
6CY2	0	A	A	1	8	7beeff7e152883574f758cb5e76eb942179ee8923f381edcb18af108a16471f2	1	1	full_sequence	1	0	/storage9920/home/tinghao.xia/Data_FM/RNA_FM_embeddings/6CY2/rnafm_t12_residue_embeddings.pt
