pdb_id	candidate_count	valid_candidate_count	failed_candidate_count	rank1_seed	rank1_sample	ranking_score	rank1_rmsd	rank1_valid_rmsd	rank1_eval_status	rank1_evaluation_protocol	candidate_failure_reasons	exclude_from_strict_rank1_rmsd	exclusion_reason
2L3E	25	25	0	66	0	0.1145084723830223	4.849	True	SUCCESS	foldbench_full		False	
2L5Z	25	25	0	2024	0	0.1125925779342651	5.103	True	SUCCESS	foldbench_full		False	
2L6I	25	25	0	8888	0	0.0054071894846856	1.239	True	SUCCESS	foldbench_full		False	
2L8C	25	25	0	42	0	0.1521746516227722	2.75	True	SUCCESS	foldbench_full		False	
2L8F	25	25	0	101	0	0.434772789478302	2.582	True	SUCCESS	foldbench_full		False	
2L8H	25	25	0	2024	0	0.7768653035163879	3.303	True	SUCCESS	foldbench_full		False	
2L8U	25	25	0	42	0	0.1520427018404007	1.763	True	SUCCESS	foldbench_full		False	
2L8W	25	25	0	42	0	0.1521467268466949	2.392	True	SUCCESS	foldbench_full		False	
2L94	25	25	0	2024	0	0.8594258427619934	2.34	True	SUCCESS	foldbench_full		False	
2L9E	25	25	0	2024	0	0.1799749881029129	1.191	True	SUCCESS	foldbench_full		False	
2LA9	25	25	0	8888	0	0.163302481174469	2.406	True	SUCCESS	foldbench_full		False	
2LAC	25	25	0	2024	0	0.0276100281625986	2.414	True	SUCCESS	foldbench_full		False	
2LBJ	25	25	0	8888	0	0.0312857441604137	4.529	True	SUCCESS	foldbench_full		False	
2LBK	25	25	0	8888	0	0.0313539318740367	4.04	True	SUCCESS	foldbench_full		False	
2LBL	25	25	0	2024	0	0.0327411442995071	4.284	True	SUCCESS	foldbench_full		False	
2LBQ	25	25	0	101	0	0.1727044433355331	2.72	True	SUCCESS	foldbench_full		False	
2LBR	25	25	0	2024	0	0.1820892393589019	2.898	True	SUCCESS	foldbench_full		False	
2LC8	25	25	0	2024	0	0.1066129431128501	7.318	True	SUCCESS	foldbench_full		False	
2LDL	25	25	0	66	0	0.1119759082794189	1.964	True	SUCCESS	foldbench_full		False	
2LDT	25	25	0	101	0	0.1259737461805343	5.388	True	SUCCESS	foldbench_full		False	
2LDZ	25	25	0	66	0	0.1232142820954322	3.513	True	SUCCESS	foldbench_full		False	
2LHP	25	25	0	101	0	0.1249904781579971	6.225	True	SUCCESS	foldbench_full		False	
2LI4	25	25	0	101	0	0.1437307298183441	9.046	True	SUCCESS	foldbench_full		False	
2LJJ	25	25	0	42	0	0.1091983094811439	7.301	True	SUCCESS	foldbench_full		False	
2LK3	25	25	0	2024	0	0.1105897948145866	3.45	True	SUCCESS	foldbench_full		False	
2LKR	25	25	0	2024	0	0.1023475155234336	28.543	True	SUCCESS	foldbench_full		False	
2LP9	25	25	0	42	0	0.0054238731972873	2.182	True	SUCCESS	foldbench_full		False	
2LPA	25	25	0	8888	0	0.0067557278089225	0.994	True	SUCCESS	foldbench_full		False	
2LPS	25	25	0	42	0	0.1328089833259582	5.215	True	SUCCESS	foldbench_full		False	
2LPT	25	25	0	101	0	0.1150800138711929	2.806	True	SUCCESS	foldbench_full		False	
2LQZ	25	25	0	101	0	0.1173031479120254	5.254	True	SUCCESS	foldbench_full		False	
2LU0	25	25	0	42	0	0.1473853439092636	5.036	True	SUCCESS	foldbench_full		False	
2LUB	25	25	0	8888	0	0.1305676102638244	6.046	True	SUCCESS	foldbench_full		False	
2LUN	25	25	0	66	0	0.1179391667246818	5.619	True	SUCCESS	foldbench_full		False	
2LV0	25	25	0	2024	0	0.0967453718185424	2.483	True	SUCCESS	foldbench_full		False	
2LWK	25	25	0	101	0	0.8822324872016907	2.017	True	SUCCESS	foldbench_full		False	
2LX1	25	25	0	2024	0	0.4065870344638824	6.396	True	SUCCESS	foldbench_full		False	
2M12	25	25	0	66	0	0.0958239883184433	8.262	True	SUCCESS	foldbench_full		False	
2M18	25	25	0	2024	0	0.5654531717300415	1.785	True	SUCCESS	foldbench_full		False	
2M1O	25	0	25	2024	0	0.0273921471089124		False	missing_output	unavailable	OST_FAILURE_OTHER	True	NO_CANDIDATE_HAS_VALID_RMSD
2M21	25	25	0	42	0	0.0809630453586578	3.546	True	SUCCESS	foldbench_full		False	
2M22	25	25	0	42	0	0.0972934067249298	2.454	True	SUCCESS	foldbench_full		False	
2M23	25	25	0	42	0	0.7836024761199951	4.631	True	SUCCESS	foldbench_full		False	
2M24	25	25	0	101	0	0.1180283650755882	4.74	True	SUCCESS	foldbench_full		False	
2M4Q	25	25	0	42	0	0.9205472469329834	6.1	True	SUCCESS	foldbench_full		False	
2M4W	25	25	0	66	0	0.0323395058512687	3.006	True	SUCCESS	foldbench_full		False	
2M57	25	25	0	101	0	0.1340573132038116	5.959	True	SUCCESS	foldbench_full		False	
2M58	25	25	0	8888	0	0.1254647523164749	19.001	True	SUCCESS	foldbench_full		False	
2M5U	25	25	0	101	0	0.0930928215384483	2.81	True	SUCCESS	foldbench_full		False	
2M8K	25	25	0	66	0	0.1329883784055709	7.8	True	SUCCESS	foldbench_full		False	
2MEQ	25	25	0	42	0	0.0289773233234882	7.356	True	SUCCESS	foldbench_full		False	
2MER	25	25	0	2024	0	0.1743262857198715	6.311	True	SUCCESS	foldbench_full		False	
2MFD	25	25	0	42	0	0.0311680939048528	4.554	True	SUCCESS	foldbench_full		False	
2MHI	25	25	0	8888	0	0.1150423809885978	19.28	True	SUCCESS	foldbench_full		False	
2MI0	25	25	0	42	0	0.7049478888511658	7.217	True	SUCCESS	foldbench_full		False	
2MIS	25	25	0	2024	0	0.4708512723445892	5.202	True	SUCCESS	foldbench_full		False	
2MIY	25	25	0	42	0	0.9139004349708556	4.693	True	SUCCESS	foldbench_full		False	
2MN0	25	25	0	8888	0	0.1605667322874069	3.086	True	SUCCESS	foldbench_full		False	
2MNC	25	25	0	101	0	0.1161892563104629	2.614	True	SUCCESS	foldbench_full		False	
2MQT	25	25	0	101	0	0.1077463030815124	5.355	True	SUCCESS	foldbench_full		False	
2MS5	25	25	0	66	0	0.1465692222118377	1.012	True	SUCCESS	foldbench_full		False	
2MTJ	25	25	0	8888	0	0.1302316486835479	6.018	True	SUCCESS	foldbench_full		False	
2MTK	25	25	0	42	0	0.4582487344741821	5.622	True	SUCCESS	foldbench_full		False	
2MVS	25	25	0	2024	0	0.914313018321991	2.659	True	SUCCESS	foldbench_full		False	
2MVY	25	25	0	66	0	0.3169615268707275	1.704	True	SUCCESS	foldbench_full		False	
2MXJ	25	25	0	2024	0	0.009136919863522	1.116	True	SUCCESS	foldbench_full		False	
2MXK	25	25	0	101	0	0.1420338153839111	1.223	True	SUCCESS	foldbench_full		False	
2MXL	25	25	0	66	0	0.1072569489479065	8.701	True	SUCCESS	foldbench_full		False	
2MXS	25	25	0	42	0	0.8567620515823364	2.27	True	SUCCESS	foldbench_full		False	
2N0J	25	25	0	2024	0	0.8467450141906738	2.894	True	SUCCESS	foldbench_full		False	
2N0R	25	25	0	2024	0	0.1341088265180587	2.867	True	SUCCESS	foldbench_full		False	
2N1Q	25	25	0	66	0	0.0978778973221778	29.623	True	SUCCESS	foldbench_full		False	
2N2O	25	25	0	2024	0	0.0910896211862564	8.682	True	SUCCESS	foldbench_full		False	
2N2P	25	25	0	66	0	0.0990316420793533	7.523	True	SUCCESS	foldbench_full		False	
2N3Q	25	25	0	2024	0	0.1300287097692489	10.314	True	SUCCESS	foldbench_full		False	
2N3R	25	25	0	101	0	0.4343246221542358	5.655	True	SUCCESS	foldbench_full		False	
2N4J	25	0	25	66	0	0.9258726239204408		False	missing_output	unavailable	GDT_TOO_FEW_MAPPED_POSITIONS	True	NO_CANDIDATE_HAS_VALID_RMSD
2N4L	25	25	0	2024	0	0.1258679628372192	3.089	True	SUCCESS	foldbench_full		False	
2N6S	25	25	0	42	0	0.1483125388622284	3.459	True	SUCCESS	foldbench_full		False	
2N6T	25	25	0	101	0	0.1400556117296219	6.908	True	SUCCESS	foldbench_full		False	
2N6W	25	25	0	42	0	0.1283557415008545	7.382	True	SUCCESS	foldbench_full		False	
2N6X	25	25	0	2024	0	0.1387659162282943	13.656	True	SUCCESS	foldbench_full		False	
2N7M	25	25	0	2024	0	0.1228982731699943	22.599	True	SUCCESS	foldbench_full		False	
2N7X	25	25	0	2024	0	0.0927491337060928	4.589	True	SUCCESS	foldbench_full		False	
2N8V	25	25	0	8888	0	0.1040730476379394	8.167	True	SUCCESS	foldbench_full		False	
2NBX	25	25	0	8888	0	0.1199946627020835	12.332	True	SUCCESS	foldbench_full		False	
2NBY	25	25	0	66	0	0.1262818276882171	2.651	True	SUCCESS	foldbench_full		False	
2NBZ	25	25	0	2024	0	0.1233554109930992	4.682	True	SUCCESS	foldbench_full		False	
2NC0	25	25	0	2024	0	0.1304725408554077	7.169	True	SUCCESS	foldbench_full		False	
2NC1	25	25	0	101	0	0.1265518814325332	12.125	True	SUCCESS	foldbench_full		False	
2NCI	25	25	0	2024	0	0.0971541330218315	7.321	True	SUCCESS	foldbench_full		False	
2NCQ	25	25	0	66	0	0.156023621559143	0.843	True	SUCCESS	foldbench_full		False	
2NCR	25	25	0	101	0	0.1559302508831024	0.845	True	SUCCESS	foldbench_full		False	
2NOK	25	25	0	101	0	0.506859302520752	22.325	True	SUCCESS	foldbench_full		False	
2NPY	25	25	0	8888	0	0.9351146221160888	0.226	True	SUCCESS	foldbench_full		False	
2NPZ	25	25	0	66	0	0.9120789766311646	0.216	True	SUCCESS	foldbench_full		False	
2O32	25	25	0	42	0	0.1850597709417343	2.563	True	SUCCESS	foldbench_full		False	
2O33	25	25	0	42	0	0.0607658326625824	1.992	True	SUCCESS	foldbench_full		False	
2O3V	25	25	0	66	0	0.843390941619873	0.798	True	SUCCESS	foldbench_full		False	
2O3W	25	25	0	8888	0	0.8440718054771423	1.598	True	SUCCESS	foldbench_full		False	
2O3X	25	25	0	101	0	0.8891540765762329	1.443	True	SUCCESS	foldbench_full		False	
2O3Y	25	25	0	101	0	0.7761844396591187	1.254	True	SUCCESS	foldbench_full		False	
2O43	25	25	0	42	0	0.9438719749450684	4.11	True	SUCCESS	foldbench_full		False	
2O44	25	25	0	42	0	0.953877091407776	4.161	True	SUCCESS	foldbench_full		False	
2O45	25	25	0	42	0	0.9477697014808656	4.197	True	SUCCESS	foldbench_full		False	
2O81	25	25	0	101	0	0.9392713308334352	2.598	True	SUCCESS	foldbench_full		False	
2O83	25	25	0	101	0	0.9437828063964844	2.479	True	SUCCESS	foldbench_full		False	
2OE5	25	25	0	101	0	0.9079073071479796	0.167	True	SUCCESS	foldbench_full		False	
2OE6	25	25	0	2024	0	0.7500784993171692	0.252	True	SUCCESS	foldbench_full		False	
2OE8	25	25	0	101	0	0.9110701680183412	0.185	True	SUCCESS	foldbench_full		False	
2OEU	25	25	0	66	0	0.8854655027389526	0.5	True	SUCCESS	foldbench_full		False	
2OIJ	25	25	0	42	0	0.5143253803253174	0.577	True	SUCCESS	foldbench_full		False	
2OIU	25	25	0	8888	0	0.38245290517807	32.023	True	SUCCESS	foldbench_full		False	
2OIY	25	25	0	42	0	0.5078498721122742	0.616	True	SUCCESS	foldbench_full		False	
2OJ0	25	25	0	42	0	0.4883717894554138	0.838	True	SUCCESS	foldbench_full		False	
2OJ7	25	25	0	101	0	0.0133066549897193	5.339	True	SUCCESS	foldbench_full		False	
2OJ8	25	25	0	66	0	0.0132614616304636	5.503	True	SUCCESS	foldbench_full		False	
2OOM	25	25	0	2024	0	0.9248569011688232	2.683	True	SUCCESS	foldbench_full		False	
2OUE	25	25	0	2024	0	0.9320525527000428	0.223	True	SUCCESS	foldbench_full		False	
2P7F	25	25	0	42	0	0.9308793544769288	0.265	True	SUCCESS	foldbench_full		False	
2P89	25	25	0	2024	0	0.7052591443061829	8.37	True	SUCCESS	foldbench_full		False	
2PCV	25	25	0	42	0	0.1246808171272277	13.599	True	SUCCESS	foldbench_full		False	
2PCW	25	25	0	2024	0	0.697725236415863	14.27	True	SUCCESS	foldbench_full		False	
2PN3	25	25	0	2024	0	0.7695682644844055	7.801	True	SUCCESS	foldbench_full		False	
2PN4	25	25	0	8888	0	0.5916029810905457	19.095	True	SUCCESS	foldbench_full		False	
2PN9	25	25	0	2024	0	0.9250743985176086	1.881	True	SUCCESS	foldbench_full		False	
2PWT	25	25	0	66	0	0.9125882387161256	0.608	True	SUCCESS	foldbench_full		False	
2Q1O	25	25	0	66	0	0.7567629218101501	9.368	True	SUCCESS	foldbench_full		False	
2Q1R	25	25	0	66	0	0.0276597589254379	9.698	True	SUCCESS	foldbench_full		False	
2QBZ	25	25	0	2024	0	0.4475474655628204	5.17	True	SUCCESS	foldbench_full		False	
2QEK	25	25	0	101	0	0.5331836342811584	21.911	True	SUCCESS	foldbench_full		False	
2QH2	25	25	0	2024	0	0.0982633307576179	4.224	True	SUCCESS	foldbench_full		False	
2QH3	25	25	0	42	0	0.1019208207726478	5.8	True	SUCCESS	foldbench_full		False	
2QH4	25	25	0	42	0	0.0302109513431787	2.384	True	SUCCESS	foldbench_full		False	
2QUS	25	25	0	66	0	0.4164901077747345	32.587	True	SUCCESS	foldbench_full		False	
2QUW	25	25	0	8888	0	0.5749462842941284	34.592	True	SUCCESS	foldbench_full		False	
2QWY	25	25	0	2024	0	0.7190835475921631	26.767	True	SUCCESS	foldbench_full		False	
2R1S	25	25	0	2024	0	0.8763452172279358	0.442	True	SUCCESS	foldbench_full		False	
2R20	25	25	0	2024	0	0.8762903213500977	0.388	True	SUCCESS	foldbench_full		False	
2R21	25	25	0	101	0	0.8856186866760254	0.301	True	SUCCESS	foldbench_full		False	
2R22	25	25	0	101	0	0.6410791277885437	0.281	True	SUCCESS	foldbench_full		False	
2RLU	25	25	0	8888	0	0.0299544986337423	2.103	True	SUCCESS	foldbench_full		False	
2RN1	25	25	0	8888	0	0.7237820029258728	2.179	True	SUCCESS	foldbench_full		False	
2RO2	25	25	0	66	0	0.0978073999285698	0.992	True	SUCCESS	foldbench_full		False	
2RP0	25	25	0	101	0	0.1557708233594894	3.69	True	SUCCESS	foldbench_full		False	
2RP1	25	25	0	66	0	0.1557935923337936	3.999	True	SUCCESS	foldbench_full		False	
2RPK	25	25	0	101	0	0.0549570210278034	1.507	True	SUCCESS	foldbench_full		False	
2RPT	25	25	0	101	0	0.0587356276810169	4.349	True	SUCCESS	foldbench_full		False	
2RQJ	25	25	0	66	0	0.3662734925746918	12.578	True	SUCCESS	foldbench_full		False	
2RRC	25	25	0	101	0	0.1703042238950729	2.039	True	SUCCESS	foldbench_full		False	
2RVO	25	25	0	2024	0	0.1056174039840698	2.143	True	SUCCESS	foldbench_full		False	
2TOB	25	25	0	66	0	0.8602416515350342	2.95	True	SUCCESS	foldbench_full		False	
2TPK	25	25	0	66	0	0.1361810714006424	3.881	True	SUCCESS	foldbench_full		False	
2TRA	25	25	0	8888	0	0.7915289998054504	1.022	True	SUCCESS	foldbench_full		False	
2U2A	25	25	0	42	0	0.0666930675506591	2.692	True	SUCCESS	foldbench_full		False	
2V6W	25	25	0	8888	0	0.0367004238069057	0.66	True	SUCCESS	foldbench_full		False	
2V7R	25	6	19	8888	0	0.038282886147499	0.454	True	SUCCESS	foldbench_full	GDT_TOO_FEW_MAPPED_POSITIONS	False	
2VAL	25	25	0	66	0	0.5568286776542664	8.368	True	SUCCESS	foldbench_full		False	
2VUQ	25	5	20	2024	0	0.0369733422994613		False	missing_output	unavailable	GDT_TOO_FEW_MAPPED_POSITIONS	True	STRICT_RANK1_RMSD_FAILED_BUT_LOWER_CANDIDATE_AVAILABLE
2W89	25	25	0	42	0	0.6450701355934143	10.46	True	SUCCESS	foldbench_full		False	
2WNA	25	0	25	42	0	0.6430809497833252		False	missing_output	unavailable	GDT_TOO_FEW_MAPPED_POSITIONS	True	NO_CANDIDATE_HAS_VALID_RMSD
2X2Q	25	25	0	101	0	0.6667224168777466	13.462	True	SUCCESS	foldbench_full		False	
2XC6	25	0	25	42	0	0.7011221647262573		False	missing_output	unavailable	GDT_TOO_FEW_MAPPED_POSITIONS	True	NO_CANDIDATE_HAS_VALID_RMSD
2XEB	25	25	0	101	0	0.7260555624961853	6.516	True	SUCCESS	foldbench_full		False	
2XNW	25	25	0	8888	0	0.8603546619415283	0.347	True	SUCCESS	foldbench_full		False	
2XNZ	25	25	0	2024	0	0.8427839875221252	0.376	True	SUCCESS	foldbench_full		False	
2XO0	25	25	0	42	0	0.8447118997573853	0.372	True	SUCCESS	foldbench_full		False	
2XO1	25	25	0	2024	0	0.8542713522911072	0.319	True	SUCCESS	foldbench_full		False	
2XSL	25	25	0	101	0	0.6071102023124695	9.862	True	SUCCESS	foldbench_full		False	
2Y95	25	25	0	2024	0	0.008531111292541	1.648	True	SUCCESS	foldbench_full		False	
2YDH	25	25	0	2024	0	0.9125564694404602	0.503	True	SUCCESS	foldbench_full		False	
2YGH	25	25	0	42	0	0.9069053530693054	0.927	True	SUCCESS	foldbench_full		False	
2YIE	25	25	0	66	0	0.9050149321556092	0.318	True	SUCCESS	foldbench_full		False	
2YIF	25	25	0	8888	0	0.871261715888977	0.796	True	SUCCESS	foldbench_full		False	
2Z9Q	25	0	25	101	0	0.1825291365385055		False	missing_output	unavailable	GDT_TOO_FEW_MAPPED_POSITIONS	True	NO_CANDIDATE_HAS_VALID_RMSD
2ZY6	25	25	0	42	0	0.3769873082637787	9.973	True	SUCCESS	foldbench_full		False	
300D	25	25	0	101	0	0.7752448320388794	0.428	True	SUCCESS	foldbench_full		False	
301D	25	25	0	101	0	0.7675662636756897	0.578	True	SUCCESS	foldbench_full		False	
30SC	25	25	0	66	0	0.1709009855985641	1.121	True	SUCCESS	foldbench_full		False	
310D	25	25	0	42	0	0.939368486404419	1.071	True	SUCCESS	foldbench_full		False	
333D	25	25	0	66	0	0.5564436912536621	1.332	True	SUCCESS	foldbench_full		False	
353D	25	25	0	8888	0	0.6524514555931091	0.209	True	SUCCESS	foldbench_full		False	
354D	25	25	0	101	0	0.8658844828605652	0.202	True	SUCCESS	foldbench_full		False	
357D	25	25	0	42	0	0.8006297945976257	0.841	True	SUCCESS	foldbench_full		False	
359D	25	25	0	101	0	0.7598264813423157	0.648	True	SUCCESS	foldbench_full		False	
361D	25	25	0	101	0	0.6935951709747314	21.432	True	SUCCESS	foldbench_full		False	
364D	25	25	0	66	0	0.792987585067749	0.609	True	SUCCESS	foldbench_full		False	
36LC	25	25	0	2024	0	0.9504891633987428	0.427	True	SUCCESS	foldbench_full		False	
36LE	25	25	0	2024	0	0.7560679912567139	14.083	True	SUCCESS	foldbench_full		False	
36LL	25	25	0	2024	0	0.1840724200010299	14.681	True	SUCCESS	foldbench_full		False	
36LM	25	25	0	66	0	0.948214590549469	0.185	True	SUCCESS	foldbench_full		False	
377D	25	25	0	66	0	0.4855685830116272	23.733	True	SUCCESS	foldbench_full		False	
379D	25	25	0	101	0	0.7847740054130554	0.84	True	SUCCESS	foldbench_full		False	
387D	25	25	0	42	0	0.1069679036736488	15.447	True	SUCCESS	foldbench_full		False	
397D	25	25	0	2024	0	0.6975346207618713	0.34	True	SUCCESS	foldbench_full		False	
3A3A	25	25	0	2024	0	0.1188346073031425	2.435	True	SUCCESS	foldbench_full		False	
3B31	25	25	0	8888	0	0.8159655332565308	0.54	True	SUCCESS	foldbench_full		False	
3B4A	25	25	0	66	0	0.8633038401603699	1.283	True	SUCCESS	foldbench_full		False	
3B4B	25	25	0	8888	0	0.897252082824707	0.409	True	SUCCESS	foldbench_full		False	
3B4C	25	25	0	8888	0	0.8941096067428589	1.196	True	SUCCESS	foldbench_full		False	
3B58	25	25	0	101	0	0.9187859296798706	0.857	True	SUCCESS	foldbench_full		False	
3B5A	25	25	0	2024	0	0.9406079053878784	0.242	True	SUCCESS	foldbench_full		False	
3B5F	25	25	0	2024	0	0.9347648620605468	0.223	True	SUCCESS	foldbench_full		False	
3B5S	25	25	0	101	0	0.9489843845367432	0.215	True	SUCCESS	foldbench_full		False	
3B91	25	25	0	8888	0	0.9368839263916016	0.246	True	SUCCESS	foldbench_full		False	
3BBI	25	25	0	8888	0	0.9500324726104736	0.261	True	SUCCESS	foldbench_full		False	
3BBK	25	0	25	2024	0	0.9182890057563782		False	missing_output	unavailable	OST_FAILURE_OTHER	True	NO_CANDIDATE_HAS_VALID_RMSD
3BBM	25	25	0	101	0	0.941482663154602	0.223	True	SUCCESS	foldbench_full		False	
3BBV	25	25	0	101	0	0.1783295720815658	3.031	True	SUCCESS	foldbench_full		False	
3BNL	25	25	0	2024	0	0.7808734774589539	0.165	True	SUCCESS	foldbench_full		False	
3BNN	25	25	0	101	0	0.4409618079662323	14.154	True	SUCCESS	foldbench_full		False	
3BNO	25	25	0	8888	0	0.5364342927932739	10.807	True	SUCCESS	foldbench_full		False	
3BNP	25	25	0	8888	0	0.7834959030151367	0.448	True	SUCCESS	foldbench_full		False	
3BNQ	25	25	0	66	0	0.6562742590904236	13.161	True	SUCCESS	foldbench_full		False	
3BNR	25	25	0	8888	0	-99.14566802978516	13.681	True	SUCCESS	foldbench_full		False	
3BNS	25	25	0	8888	0	-99.189208984375	13.675	True	SUCCESS	foldbench_full		False	
3BNT	25	25	0	101	0	0.7062786221504211	19.555	True	SUCCESS	foldbench_full		False	
3BWP	25	25	0	8888	0	0.4769643545150757	3.145	True	SUCCESS	foldbench_full		False	
3C44	25	25	0	66	0	0.7965645790100098	1.079	True	SUCCESS	foldbench_full		False	
3CGP	25	25	0	8888	0	0.8852466940879822	0.193	True	SUCCESS	foldbench_full		False	
3CGQ	25	25	0	8888	0	0.8852527141571045	0.189	True	SUCCESS	foldbench_full		False	
3CGR	25	25	0	66	0	0.8866850137710571	0.14	True	SUCCESS	foldbench_full		False	
3CGS	25	25	0	42	0	0.8801306486129761	0.237	True	SUCCESS	foldbench_full		False	
3CJZ	25	25	0	101	0	0.9235363006591796	0.96	True	SUCCESS	foldbench_full		False	
3CW5	25	25	0	101	0	0.172416865825653	2.544	True	SUCCESS	foldbench_full		False	
3CW6	25	25	0	101	0	0.1724647730588913	2.559	True	SUCCESS	foldbench_full		False	
3CZW	25	25	0	2024	0	0.0053823292255401	12.524	True	SUCCESS	foldbench_full		False	
3D0M	25	25	0	2024	0	0.0054042725823819	13.444	True	SUCCESS	foldbench_full		False	
3D0U	25	25	0	8888	0	0.7440931797027588	0.637	True	SUCCESS	foldbench_full		False	
3D0X	25	25	0	8888	0	0.1655091345310211	0.922	True	SUCCESS	foldbench_full		False	
3D2G	25	25	0	66	0	0.5536765456199646	21.186	True	SUCCESS	foldbench_full		False	
3D2V	25	25	0	66	0	0.541252076625824	15.001	True	SUCCESS	foldbench_full		False	
3D2X	25	25	0	66	0	0.5570235848426819	22.875	True	SUCCESS	foldbench_full		False	
3DHS	25	25	0	2024	0	0.4052190482616424	8.706	True	SUCCESS	foldbench_full		False	
3DIG	25	25	0	2024	0	0.7080112099647522	0.49	True	SUCCESS	foldbench_full		False	
3DIL	25	25	0	2024	0	0.583803653717041	0.526	True	SUCCESS	foldbench_full		False	
3DIM	25	25	0	2024	0	0.6204241514205933	0.449	True	SUCCESS	foldbench_full		False	
3DIO	25	25	0	2024	0	0.7365748882293701	0.608	True	SUCCESS	foldbench_full		False	
3DIQ	25	25	0	2024	0	0.6927083134651184	0.567	True	SUCCESS	foldbench_full		False	
3DIR	25	25	0	66	0	0.7465188503265381	0.601	True	SUCCESS	foldbench_full		False	
3DIS	25	25	0	2024	0	0.5781838893890381	0.592	True	SUCCESS	foldbench_full		False	
3DIX	25	25	0	2024	0	0.570460319519043	0.437	True	SUCCESS	foldbench_full		False	
3DIY	25	25	0	2024	0	0.5578189492225647	0.501	True	SUCCESS	foldbench_full		False	
3DIZ	25	25	0	2024	0	0.540113091468811	0.526	True	SUCCESS	foldbench_full		False	
3DJ0	25	25	0	2024	0	0.6778198480606079	0.649	True	SUCCESS	foldbench_full		False	
3DJ2	25	25	0	2024	0	0.6043652892112732	0.662	True	SUCCESS	foldbench_full		False	
3DS7	25	25	0	101	0	0.5701341032981873	24.692	True	SUCCESS	foldbench_full		False	
3DVV	25	25	0	66	0	0.7487568259239197	20.449	True	SUCCESS	foldbench_full		False	
3DVZ	25	25	0	101	0	0.1323145180940628	0.444	True	SUCCESS	foldbench_full		False	
3DW4	25	25	0	101	0	0.1732295602560043	0.217	True	SUCCESS	foldbench_full		False	
3DW5	25	25	0	66	0	0.1666857749223709	0.738	True	SUCCESS	foldbench_full		False	
3DW6	25	25	0	66	0	0.1734738200902938	0.377	True	SUCCESS	foldbench_full		False	
3DW7	25	25	0	66	0	0.1656427383422851	0.838	True	SUCCESS	foldbench_full		False	
3E5C	25	25	0	101	0	0.8087112903594971	0.234	True	SUCCESS	foldbench_full		False	
3E5E	25	25	0	8888	0	0.8311166167259216	0.262	True	SUCCESS	foldbench_full		False	
3E5F	25	25	0	101	0	0.807892918586731	0.266	True	SUCCESS	foldbench_full		False	
3EOG	25	25	0	42	0	0.7961375117301941	1.204	True	SUCCESS	foldbench_full		False	
3EOH	25	25	0	8888	0	0.7982291579246521	1.601	True	SUCCESS	foldbench_full		False	
3F2Q	25	25	0	101	0	0.8383408784866333	0.624	True	SUCCESS	foldbench_full		False	
3F2T	25	25	0	8888	0	0.8402703404426575	0.436	True	SUCCESS	foldbench_full		False	
3F2W	25	25	0	2024	0	0.8196743726730347	0.685	True	SUCCESS	foldbench_full		False	
3F2X	25	25	0	66	0	0.8317358493804932	0.581	True	SUCCESS	foldbench_full		False	
3F2Y	25	25	0	2024	0	0.8330814838409424	0.501	True	SUCCESS	foldbench_full		False	
3F30	25	25	0	66	0	0.8430169820785522	0.489	True	SUCCESS	foldbench_full		False	
3F4E	25	25	0	8888	0	0.8873994946479797	0.485	True	SUCCESS	foldbench_full		False	
3F4G	25	25	0	66	0	0.8766022324562073	0.469	True	SUCCESS	foldbench_full		False	
3F4H	25	25	0	101	0	0.8886460065841675	0.41	True	SUCCESS	foldbench_full		False	
3FAR	25	25	0	101	0	0.5112612247467041	0.502	True	SUCCESS	foldbench_full		False	
3FO4	25	25	0	42	0	0.8415425419807434	0.323	True	SUCCESS	foldbench_full		False	
3FO6	25	25	0	8888	0	0.8598158955574036	0.384	True	SUCCESS	foldbench_full		False	
3FS0	25	25	0	101	0	0.6266940832138062	0.184	True	SUCCESS	foldbench_full		False	
3FTM	25	25	0	101	0	0.6442162990570068	16.735	True	SUCCESS	foldbench_full		False	
3FU2	25	25	0	42	0	0.4460965394973755	22.418	True	SUCCESS	foldbench_full		False	
3FWO	25	25	0	2024	0	0.8343464136123657	4.5	True	SUCCESS	foldbench_full		False	
3G4M	25	25	0	42	0	0.8385981321334839	0.632	True	SUCCESS	foldbench_full		False	
3G78	25	25	0	101	0	0.7838588356971741	1.129	True	SUCCESS	foldbench_full		False	
3GAO	25	25	0	2024	0	0.8436111807823181	0.516	True	SUCCESS	foldbench_full		False	
3GCA	25	25	0	66	0	0.9223805665969848	0.395	True	SUCCESS	foldbench_full		False	
3GER	25	25	0	42	0	0.8430837392807007	0.497	True	SUCCESS	foldbench_full		False	
3GES	25	25	0	8888	0	0.8564519882202148	0.515	True	SUCCESS	foldbench_full		False	
3GLP	25	25	0	101	0	0.4173076152801513	5.078	True	SUCCESS	foldbench_full		False	
3GM7	25	25	0	101	0	0.6711929440498352	1.123	True	SUCCESS	foldbench_full		False	
3GOG	25	25	0	8888	0	0.8521371483802795	0.337	True	SUCCESS	foldbench_full		False	
3GOT	25	25	0	42	0	0.8465090990066528	0.329	True	SUCCESS	foldbench_full		False	
3GS1	25	25	0	2024	0	0.9215414524078368	0.294	True	SUCCESS	foldbench_full		False	
3GS5	25	25	0	2024	0	0.9184499382972716	0.153	True	SUCCESS	foldbench_full		False	
